Review,Rating,Date,Helpful Count,source,raw_text,cleaned_text,is_relevant,exploration_signal,barriers,categories_mentioned,relevance_reason
deli er boy 600 total bill I have given two 500 notes change he is not giving or he is balance amt to my gpay and orguing with me in the morning morning,1,2026-07-28 01:58:59 UTC,0,play_store,deli er boy 600 total bill I have given two 500 notes change he is not giving or he is balance amt to my gpay and orguing with me in the morning morning,deli er boy 600 total bill give two 500 note change give balance amt gpay orguing morning morning,False,noise,,,no category-exploration signal
lot of cancels and refunds take 7 days at least,4,2026-07-28 01:52:11 UTC,0,play_store,lot of cancels and refunds take 7 days at least,lot cancel refund take 7 day least,True,want_to_explore_blocked,dont_trust_quality_for_new_category,,intent or category talk with friction/barrier cues
he is best grosriye delivery app free delivery,5,2026-07-28 01:49:15 UTC,0,play_store,he is best grosriye delivery app free delivery,best grosriye delivery app free delivery,False,noise,,,no category-exploration signal
problem hai,1,2026-07-28 01:48:12 UTC,0,play_store,problem hai,problem hai,False,noise,,,no category-exploration signal
"guyz Don't buy anything from blinkit. they only provide rotten things and then they don't have any option open for customer for resolution. better use Bigbasket, flipkart,jio mart and other delivery. they are 1000 times better than this. there is no option to give ZERO star else I could have given that.",1,2026-07-28 01:43:20 UTC,0,play_store,"guyz Don't buy anything from blinkit. they only provide rotten things and then they don't have any option open for customer for resolution. better use Bigbasket, flipkart,jio mart and other delivery. they are 1000 times better than this. there is no option to give ZERO star else I could have given that.",guyz dont buy anything blinkit provide rotten thing dont option open customer resolution well use bigbasket flipkartjio mart delivery 1000 time well option give zero star else could give,True,want_to_explore_blocked,assortment_gap,,intent or category talk with friction/barrier cues
piz reduce the price of item,4,2026-07-28 01:41:24 UTC,0,play_store,piz reduce the price of item,piz reduce price item,True,want_to_explore_blocked,price_uncertainty_new_category,grocery,intent or category talk with friction/barrier cues
weri easy to use iam soo happy,5,2026-07-28 01:40:08 UTC,0,play_store,weri easy to use iam soo happy,weri easy use iam soo happy,False,noise,,,no category-exploration signal
"I received my earbuds order from Chembur via Blinkit. Both earbuds appear to be the same side, so they do not fit properly in the charging case. Also, the earbuds were loose in a plastic packet instead of being placed correctly inside the charging caseorder the ear buds both are same ears and fitting in shell the buds has came in plastic not in shell it is from chembur blinkit",1,2026-07-28 01:36:28 UTC,0,play_store,"I received my earbuds order from Chembur via Blinkit. Both earbuds appear to be the same side, so they do not fit properly in the charging case. Also, the earbuds were loose in a plastic packet instead of being placed correctly inside the charging caseorder the ear buds both are same ears and fitting in shell the buds has came in plastic not in shell it is from chembur blinkit",receive earbuds order chembur via blinkit earbuds appear side fit properly charge case also earbuds loose plastic packet instead place correctly inside charge caseorder ear bud ear fit shell bud come plastic shell chembur blinkit,True,stuck_in_routine,habit_reorder_only,,routine/reorder language without exploration intent
Great! I like how functional this app is.,5,2026-07-28 01:36:16 UTC,0,play_store,Great! I like how functional this app is.,great like functional app,False,noise,,,no category-exploration signal
Quick and best app,5,2026-07-28 01:19:54 UTC,0,play_store,Quick and best app,quick best app,False,noise,,,short generic praise/complaint without category cues
best products,5,2026-07-28 01:06:12 UTC,0,play_store,best products,best product,False,noise,,,no category-exploration signal
User friendly. can be a little more competetive,5,2026-07-28 00:55:26 UTC,0,play_store,User friendly. can be a little more competetive,user friendly little competetive,True,unclear,,pet,category or barrier cues without clear funnel stage
best app...,5,2026-07-28 00:51:27 UTC,0,play_store,best app...,best app,False,noise,,,short generic praise/complaint without category cues
rain charge is taken 20rs but rain is not there in my area,1,2026-07-28 00:44:41 UTC,0,play_store,rain charge is taken 20rs but rain is not there in my area,rain charge take 20rs rain area,True,unclear,coverage_or_eta,,category or barrier cues without clear funnel stage
Thank you!,5,2026-07-28 00:31:42 UTC,0,play_store,Thank you!,thank,False,noise,,,no category-exploration signal
BLINKIT SAVE MY LIFE WHEN I WAS SUFFERING FROM HUNGER U SAVE ME 😢❤️🥺,5,2026-07-28 00:25:28 UTC,0,play_store,BLINKIT SAVE MY LIFE WHEN I WAS SUFFERING FROM HUNGER U SAVE ME 😢❤️🥺,blinkit save life suffering hunger u save,False,noise,,,no category-exploration signal
delivery charges are high,4,2026-07-28 00:25:24 UTC,0,play_store,delivery charges are high,delivery charge high,False,noise,,,no category-exploration signal
కొంచెం మంచి కూరగాయలు పంపించండి ఫ్రూట్స్ గాని ఇలా కూరగాయలు గాని కొంచెం క్వాలిటీ ఉండట్లేదు నెక్స్ట్ వచ్చేసి ఒకదాంట్లో రేటు పెంచుతున్నారు తగ్గిస్తున్నారు ఎవరైనా బ్యాగ్ కి మినిమం ఫైవ్ రుపీస్ తీసుకుంటే బెటర్ మిగతా వ్యాపులు అంతే తీసుకుంటున్నాను,4,2026-07-28 00:04:15 UTC,0,play_store,కొంచెం మంచి కూరగాయలు పంపించండి ఫ్రూట్స్ గాని ఇలా కూరగాయలు గాని కొంచెం క్వాలిటీ ఉండట్లేదు నెక్స్ట్ వచ్చేసి ఒకదాంట్లో రేటు పెంచుతున్నారు తగ్గిస్తున్నారు ఎవరైనా బ్యాగ్ కి మినిమం ఫైవ్ రుపీస్ తీసుకుంటే బెటర్ మిగతా వ్యాపులు అంతే తీసుకుంటున్నాను,కొంచెం మంచి కూరగాయలు పంపించండి ఫ్రూట్స్ గాని ఇలా కూరగాయలు గాని కొంచెం క్వాలిటీ ఉండట్లేదు నెక్స్ట్ వచ్చేసి ఒకదాంట్లో రేటు పెంచుతున్నారు తగ్గిస్తున్నారు ఎవరైనా బ్యాగ్ కి మినిమం ఫైవ్ రుపీస్ తీసుకుంటే బెటర్ మిగతా వ్యాపులు అంతే తీసుకుంటున్నాను,False,noise,,,no category-exploration signal
not good experience bakwas h ye app delivery delay h bohot problem h isme,1,2026-07-28 00:02:14 UTC,0,play_store,not good experience bakwas h ye app delivery delay h bohot problem h isme,good experience bakwas h ye app delivery delay h bohot problem h isme,True,unclear,coverage_or_eta,,category or barrier cues without clear funnel stage
return karna hai,1,2026-07-27 23:06:23 UTC,0,play_store,return karna hai,return karna hai,True,want_to_explore_blocked,dont_trust_quality_for_new_category,,intent or category talk with friction/barrier cues
